id,BSC_NAME,ROUTER_NAME,WAN_NAME,NW_NAME,VOX_IDs,count,LINK_IDs,WAN_LINK_ID,CIR_NAME
,IDEA_BSC86,"APVSPANKPAR01HNE40,APVSPANPPAR01CN540,APVSPANPPAR02CN540,APVSPMGPACR01HA910","WAP_104144_103537_1,WAP_104144_104144_1,WAP_104346_104144_2,WAP_104346_104144_3,WAP_104482_104144_1,WAP_109434_104144_1,WAP_403464_104144_1",Dark Fiber,"APWBBC0844,APWDFC0845,APWDFC0846,APWDFC0847,APWDFC0848,APWDFH1469,APWDFH1470",7,"APWBBC0844-MAIN,APWDFC0845-MAIN,APWDFC0846-MAIN,APWDFC0847-MAIN,APWDFC0848-MAIN,APWDFH1469-MAIN,APWDFH1470-MAIN","WAP_104144_103537_1,WAP_104144_104144_1,WAP_104346_104144_2,WAP_104346_104144_3,WAP_104482_104144_1,WAP_109434_104144_1,WAP_403464_104144_1",APR
,IDEA_BSC87,"APGNTBLTPAR01NIXRB,APGNTBLTPAR02NIXRB","WAP_060002_102154_1,WAP_102154_102029_1,WAP_102154_102154_1,WAP_102168_102154_1,WAP_108777_102154_1,WAP_108779_102154_1,WAP_108779_102154_2,WAP_402193_102154_1,WAP_402193_102154_2",Dark Fiber,"APWDFA2440,APWDFA2441,APWDFA2442,APWDFA2443,NO_VOXID",5,"APWDFA2440-MAIN,APWDFA2441-MAIN,APWDFA2442-MAIN,APWDFA2443-MAIN","WAP_060002_102154_1,WAP_102154_102029_1,WAP_102154_102154_1,WAP_102168_102154_1,WAP_108777_102154_1,WAP_108779_102154_1,WAP_108779_102154_2,WAP_402193_102154_1,WAP_402193_102154_2",APR
,IDEA_BSC90,"APHYDGTWACR01NIXRB,APHYDJDLAGR01HNE40,APHYDUPLACR01NIXRB,APHYDUPLBSR01NIXRC,APHYDUPLBSR02NIXRC,APHYDUPLBSR03NIXRC,APHYDUPLBSR04NIXRC,APHYDUPLCRR01NSR07,APHYDUPLDBR01NIXRB,APHYDUPLIAR01C9010,APHYDUPLIAR02C9010,APHYDUPLSAR01HNE90,APHYDUPLSAR02HNE90,APHYDUPLVAR01JM480,APHYDUPLVAR02JM480,APHYDUPPSAR01HNE40","NO_WANID,WAP_103244_101042_1,WAP_103244_101042_2,WAP_103244_101427_1,WAP_103244_101427_5,WAP_103244_101967_1,WAP_103244_102821_1,WAP_103244_102960_1,WAP_103244_102960_7,WAP_103244_103244_10,WAP_103244_103244_17,WAP_103244_103244_18,WAP_103244_103244_19,WAP_103244_103244_20,WAP_103244_103244_21,WAP_103244_103244_22,WAP_103244_103244_7,WAP_103244_103244_8,WAP_103244_103244_9,WAP_103321_103244_1,WAP_103650_103244_1,WAP_105163_103244_1,WAP_107223_103244_1,WAP_107841_103244_1,WAP_108976_103244_1,WAP_109149_103244_1,WAP_109173_103244_1,WAP_109553_103244_1,WAP_180020_103244_1,WAP_180036_103244_1,WAP_180098_103244_1,WAP_180098_103244_3,WAP_302221_103244_1,WAP_302221_103244_2,WAP_302221_103244_3,WAP_402193_103244_1,WAP_402193_103244_2",Huawei,"APWBBH1516,APWCAH1751,APWDFA2113,APWDFA2237,APWDFA2238,APWDFA2252,APWDFA2253,APWDFA2254,APWDFH0547,APWDFH1406,APWDFH1407,APWDFH1459,APWDFH1460,APWDFH1461,APWDFH1466,APWHOC0786,APWHOH1514,APWHOH1515,APWHOH1522,APWHOH1523,APWHUA2236,APWHUH0084,APWHUH0085,APWHUH0086,APWHUH0110,APWHUH0112,APWHUH0113,APWHUH0452,APWHUH0558,APWHUH0559,APWHUH0765,APWZTH0919,M2711,NO_VOXID",34,"APWBBH1516-MAIN,APWCAH1751-MAIN,APWCAH1751-PROTECTED,APWDFA2113-MAIN,APWDFA2237-MAIN,APWDFA2238-MAIN,APWDFA2252-MAIN,APWDFA2253-MAIN,APWDFA2254-MAIN,APWDFH0547-MAIN,APWDFH1406-MAIN,APWDFH1407-MAIN,APWDFH1459-MAIN,APWDFH1460-MAIN,APWDFH1461-MAIN,APWDFH1466-MAIN,APWHUH0110-MAIN,APWHUH0112-MAIN,APWHUH0113-MAIN,APWHUH0452-MAIN,APWHUH0558-MAIN,APWHUH0558-PROTECTED,APWHUH0559-MAIN,APWHUH0559-PROTECTED,APWHUH0765-MAIN,APWHUH0765-PROTECTED,M2711-MAIN","NO_WANID,WAP_103244_101042_1,WAP_103244_101042_2,WAP_103244_101427_1,WAP_103244_101427_5,WAP_103244_101967_1,WAP_103244_102821_1,WAP_103244_102960_1,WAP_103244_102960_7,WAP_103244_103244_10,WAP_103244_103244_17,WAP_103244_103244_18,WAP_103244_103244_19,WAP_103244_103244_20,WAP_103244_103244_21,WAP_103244_103244_22,WAP_103244_103244_7,WAP_103244_103244_8,WAP_103244_103244_9,WAP_103321_103244_1,WAP_103650_103244_1,WAP_105163_103244_1,WAP_107223_103244_1,WAP_107841_103244_1,WAP_108976_103244_1,WAP_109149_103244_1,WAP_109173_103244_1,WAP_109553_103244_1,WAP_180020_103244_1,WAP_180036_103244_1,WAP_180098_103244_1,WAP_180098_103244_3,WAP_302221_103244_1,WAP_302221_103244_2,WAP_302221_103244_3,WAP_402193_103244_1,WAP_402193_103244_2",APR
,IDEA_BSC93,"APKRMKRMBSR02,APKRMMKPPAR01C5500,APKRMMKPPAR02C5500,APKRMMT3ACR01NIXRB,APKRMOBZACR01NIXRB,APKRMPDPPAR01NSRA4,APKRMVDRPAR01NSRA4","WAP_105995_100083_1,WAP_105995_102960_3,WAP_105995_102960_6,WAP_105995_105698_1,WAP_105995_105995_1,WAP_105995_105995_2,WAP_106020_105995_1,WAP_106157_105995_1,WAP_106784_105995_1,WAP_107312_105995_1,WAP_107660_105995_1",Dark Fiber,"APWDFA2284,APWDFA2288,APWDFC1654,APWHUA2158,APWHUC1638,APWTPC2289,APWTPC2292,APWTPC2319,APWTPC2322,NO_VOXID",10,"APWDFA2284-MAIN,APWDFA2288-MAIN,APWDFC1654-MAIN,APWHUA2158-MAIN,APWHUA2158-PROTECTED,APWHUC1638-MAIN,APWHUC1638-PROTECTED","WAP_105995_100083_1,WAP_105995_102960_3,WAP_105995_102960_6,WAP_105995_105698_1,WAP_105995_105995_1,WAP_105995_105995_2,WAP_106020_105995_1,WAP_106157_105995_1,WAP_106784_105995_1,WAP_107312_105995_1,WAP_107660_105995_1",APR
,IDEA_BSC94,"APKRIVPTPAR01C5500,APVWDFORACR01NIXRB,APVWDKRLAGR01HNE40,APVWDKRLAGR02HNE40,APVWDKRLBSR01NIXRC,APVWDKRLBSR02,APVWDKRLBSR02NIXRC,APVWDSNGACR01NIXRB,APVWDSRIACR01NIXRB","WAP_108633_101121_1,WAP_108633_108633_1,WAP_108633_108633_2,WAP_108633_108633_3,WAP_108633_108633_4,WAP_108633_108633_7,WAP_108633_108633_8,WAP_108633_108633_9,WAP_110684_108633_1,WAP_110689_108633_1,WAP_402193_108633_1,WAP_402193_108633_3,WAP_404122_108633_1",Dark Fiber,"APWBBH1563,APWBBH1564,APWBBH1565,APWDFA2015,APWDFA2017,APWDFA2256,APWDFA2260,APWDFA2261,APWDFA2262,APWHOC0799,APWHOC0800,APWHOC0886,APWHOC0890,APWHOC0894,APWHOC0913,APWHUC0793,APWHUH1616,NO_VOXID",18,"APWBBH1563-MAIN,APWBBH1564-MAIN,APWBBH1565-MAIN,APWDFA2015-MAIN,APWDFA2017-MAIN,APWDFA2256-MAIN,APWDFA2260-MAIN,APWDFA2261-MAIN,APWDFA2262-MAIN,APWHUC0793-MAIN","WAP_108633_101121_1,WAP_108633_108633_1,WAP_108633_108633_2,WAP_108633_108633_3,WAP_108633_108633_4,WAP_108633_108633_7,WAP_108633_108633_8,WAP_108633_108633_9,WAP_110684_108633_1,WAP_110689_108633_1,WAP_402193_108633_1,WAP_402193_108633_3,WAP_404122_108633_1",APR
,IDEA_BSC96,"APHYDGTWACR01NIXRB,APHYDJDLAGR01HNE40,APHYDUPLACR01NIXRB,APHYDUPLBSR01NIXRC,APHYDUPLBSR02NIXRC,APHYDUPLBSR03NIXRC,APHYDUPLBSR04NIXRC,APHYDUPLCRR01NSR07,APHYDUPLDBR01NIXRB,APHYDUPLIAR01C9010,APHYDUPLIAR02C9010,APHYDUPLSAR01HNE90,APHYDUPLSAR02HNE90,APHYDUPLVAR01JM480,APHYDUPLVAR02JM480,APHYDUPPSAR01HNE40","NO_WANID,WAP_103244_101042_1,WAP_103244_101042_2,WAP_103244_101427_1,WAP_103244_101427_5,WAP_103244_101967_1,WAP_103244_102821_1,WAP_103244_102960_1,WAP_103244_102960_7,WAP_103244_103244_10,WAP_103244_103244_17,WAP_103244_103244_18,WAP_103244_103244_19,WAP_103244_103244_20,WAP_103244_103244_21,WAP_103244_103244_22,WAP_103244_103244_7,WAP_103244_103244_8,WAP_103244_103244_9,WAP_103321_103244_1,WAP_103650_103244_1,WAP_105163_103244_1,WAP_107223_103244_1,WAP_107841_103244_1,WAP_108976_103244_1,WAP_109149_103244_1,WAP_109173_103244_1,WAP_109553_103244_1,WAP_180020_103244_1,WAP_180036_103244_1,WAP_180098_103244_1,WAP_180098_103244_3,WAP_302221_103244_1,WAP_302221_103244_2,WAP_302221_103244_3,WAP_402193_103244_1,WAP_402193_103244_2",Huawei,"APWBBH1516,APWCAH1751,APWDFA2113,APWDFA2237,APWDFA2238,APWDFA2252,APWDFA2253,APWDFA2254,APWDFH0547,APWDFH1406,APWDFH1407,APWDFH1459,APWDFH1460,APWDFH1461,APWDFH1466,APWHOC0786,APWHOH1514,APWHOH1515,APWHOH1522,APWHOH1523,APWHUA2236,APWHUH0084,APWHUH0085,APWHUH0086,APWHUH0110,APWHUH0112,APWHUH0113,APWHUH0452,APWHUH0558,APWHUH0559,APWHUH0765,APWZTH0919,M2711,NO_VOXID",34,"APWBBH1516-MAIN,APWCAH1751-MAIN,APWCAH1751-PROTECTED,APWDFA2113-MAIN,APWDFA2237-MAIN,APWDFA2238-MAIN,APWDFA2252-MAIN,APWDFA2253-MAIN,APWDFA2254-MAIN,APWDFH0547-MAIN,APWDFH1406-MAIN,APWDFH1407-MAIN,APWDFH1459-MAIN,APWDFH1460-MAIN,APWDFH1461-MAIN,APWDFH1466-MAIN,APWHUH0110-MAIN,APWHUH0112-MAIN,APWHUH0113-MAIN,APWHUH0452-MAIN,APWHUH0558-MAIN,APWHUH0558-PROTECTED,APWHUH0559-MAIN,APWHUH0559-PROTECTED,APWHUH0765-MAIN,APWHUH0765-PROTECTED,M2711-MAIN","NO_WANID,WAP_103244_101042_1,WAP_103244_101042_2,WAP_103244_101427_1,WAP_103244_101427_5,WAP_103244_101967_1,WAP_103244_102821_1,WAP_103244_102960_1,WAP_103244_102960_7,WAP_103244_103244_10,WAP_103244_103244_17,WAP_103244_103244_18,WAP_103244_103244_19,WAP_103244_103244_20,WAP_103244_103244_21,WAP_103244_103244_22,WAP_103244_103244_7,WAP_103244_103244_8,WAP_103244_103244_9,WAP_103321_103244_1,WAP_103650_103244_1,WAP_105163_103244_1,WAP_107223_103244_1,WAP_107841_103244_1,WAP_108976_103244_1,WAP_109149_103244_1,WAP_109173_103244_1,WAP_109553_103244_1,WAP_180020_103244_1,WAP_180036_103244_1,WAP_180098_103244_1,WAP_180098_103244_3,WAP_302221_103244_1,WAP_302221_103244_2,WAP_302221_103244_3,WAP_402193_103244_1,WAP_402193_103244_2",APR
,KAKBSC101,"APGDVKKDPAR01NIXRB,APKKDKKDPAR02NIXRB","WAP_108856_102049_1,WAP_108856_102049_2,WAP_108856_108856_1,WAP_108856_108856_2,WAP_108856_108856_3",B2B,"APWBBA2388,APWBBA2389,APWBBA2395,APWHUA2387,APWHUA2390",5,"APWBBA2388-MAIN,APWBBA2389-MAIN,APWBBA2395-MAIN","WAP_108856_102049_1,WAP_108856_102049_2,WAP_108856_108856_1,WAP_108856_108856_2,WAP_108856_108856_3",APR
,KURBSC105,"APATPATPPAR01NIXRB,APKRNKRLAGR01HNE40,APKRNKRLAGR02HNE40,APMBNKKTPAR01NIXRB,APMBNMBNPAR01NIXRB","WAP_104106_100173_1,WAP_104106_100173_3,WAP_104106_103244_1,WAP_104106_103244_4,WAP_104106_103403_1,WAP_104106_104106_1,WAP_105817_104106_1,WAP_106301_104106_1,WAP_109550_104106_1,WAP_120073_104106_1,WAP_170004_104106_1,WAP_170004_104106_2",Huawei,"APWHOC0773,APWHUA2430,APWHUA2455,APWHUA2456,APWHUC0664,APWHUC0677,APWHUC0935,APWHUH0114,APWHUH0392,APWHUH0393,APWHUH0394,APWHUH0395,NO_VOXID",13,"APWHOC0773-MAIN,APWHOC0773-PROTECTED,APWHUC0664-MAIN,APWHUC0664-PROTECTED,APWHUC0677-MAIN,APWHUC0677-PROTECTED,APWHUC0935-MAIN,APWHUC0935-PROTECTED,APWHUH0114-MAIN,APWHUH0392-MAIN,APWHUH0393-MAIN,APWHUH0394-MAIN,APWHUH0395-MAIN","WAP_104106_100173_1,WAP_104106_100173_3,WAP_104106_103244_1,WAP_104106_103244_4,WAP_104106_103403_1,WAP_104106_104106_1,WAP_105817_104106_1,WAP_106301_104106_1,WAP_109550_104106_1,WAP_120073_104106_1,WAP_170004_104106_1,WAP_170004_104106_2",APR
,NBSCHYD039,"APHYDAGUACR01HA910,APHYDNNGACR01HA910","WAP_180022_107855_1,WAP_180975_180022_1",Dark Fiber,"APWDFH0352,APWDFH0646",2,"APWDFH0352-MAIN,APWDFH0646-MAIN","WAP_180022_107855_1,WAP_180975_180022_1",APR
,NBSCHYD38,"APMBNKWKPAR01NIXRB,APMBNKWKPAR02NIXRB","WAP_108829_108829_1,WAP_120073_108829_1,WAP_180098_108829_1",B2B,"APWBBA2443,APWHUA2441,APWHUA2444",3,APWBBA2443-MAIN,"WAP_108829_108829_1,WAP_120073_108829_1,WAP_180098_108829_1",APR
